MouseID,DPI,Condition,Lesion,Region,Location_Center_X,Location_Center_Y
Td012,7D,MCAO,L1,Ctx,1342.978560490046,10.286370597243492
Td012,7D,MCAO,L1,Ctx,522.4587155963303,15.869266055045872
Td012,7D,MCAO,L1,Ctx,775.0030395136778,16.422492401215806
Td012,7D,MCAO,L1,Ctx,856.6261022927689,17.57848324514991
Td012,7D,MCAO,L1,Ctx,1199.3587301587302,25.78095238095238
Td012,7D,MCAO,L1,Ctx,482.0493601462523,26.56581352833638
Td012,7D,MCAO,L1,Ctx,1256.490622655664,31.27906976744186
Td012,7D,MCAO,L1,Ctx,442.1822541966427,39.54196642685852
Td012,7D,MCAO,L1,Ctx,1692.2374301675975,38.72346368715084
Td012,7D,MCAO,L1,Ctx,512.9266666666666,48.486666666666665
Td012,7D,MCAO,L1,Ctx,1743.4216666666666,47.285
Td012,7D,MCAO,L1,Ctx,393.4676427525622,50.46471449487555
Td012,7D,MCAO,L1,Ctx,1720.1097178683383,65.4012539184953
Td012,7D,MCAO,L1,Ctx,725.180746561886,57.51277013752456
Td012,7D,MCAO,L1,Ctx,265.7488584474886,69.89269406392694
Td012,7D,MCAO,L1,Ctx,298.61484453360083,69.04714142427282
Td012,7D,MCAO,L1,Ctx,867.1583333333333,60.28333333333333
Td012,7D,MCAO,L1,Ctx,336.6311834690044,80.00250469630558
Td012,7D,MCAO,L1,Ctx,1787.5362718089991,77.79889807162535
Td012,7D,MCAO,L1,Ctx,690.5271828665568,81.01976935749587
Td012,7D,MCAO,L1,Ctx,1872.305,90.16
Td012,7D,MCAO,L1,Ctx,501.0785340314136,82.9389179755672
Td012,7D,MCAO,L1,Ctx,244.67494600431965,93.6036717062635
Td012,7D,MCAO,L1,Ctx,27.372812920592192,100.29205921938087
Td012,7D,MCAO,L1,Ctx,1066.721212121212,103.18484848484847
Td012,7D,MCAO,L1,Ctx,141.99675324675326,103.96428571428572
Td012,7D,MCAO,L1,Ctx,828.280402788536,120.4291247095275
Td012,7D,MCAO,L1,Ctx,1095.661750245821,112.19469026548671
Td012,7D,MCAO,L1,Ctx,1672.9468085106382,115.4441489361702
Td012,7D,MCAO,L1,Ctx,656.4634670487106,118.19054441260744
Td012,7D,MCAO,L1,Ctx,600.3524684270953,126.60275545350171
Td012,7D,MCAO,L1,Ctx,385.7495412844037,122.75871559633028
Td012,7D,MCAO,L1,Ctx,497.6419047619048,126.47238095238096
Td012,7D,MCAO,L1,Ctx,152.99827586206897,134.46896551724137
Td012,7D,MCAO,L1,Ctx,205.9648936170213,134.62978723404257
Td012,7D,MCAO,L1,Ctx,571.0112781954887,132.4360902255639
Td012,7D,MCAO,L1,Ctx,324.8150087260035,139.7888307155323
Td012,7D,MCAO,L1,Ctx,1150.8654292343388,139.3812838360402
Td012,7D,MCAO,L1,Ctx,1758.3191153238547,136.28041074249606
Td012,7D,MCAO,L1,Ctx,531.8079355951696,142.0529039677976
Td012,7D,MCAO,L1,Ctx,47.86222222222222,139.56666666666666
Td012,7D,MCAO,L1,Ctx,769.7902542372881,154.0635593220339
Td012,7D,MCAO,L1,Ctx,1882.2494382022471,167.75955056179777
Td012,7D,MCAO,L1,Ctx,311.8335974643423,165.3201267828843
Td012,7D,MCAO,L1,Ctx,1499.793313069909,157.66565349544072
Td012,7D,MCAO,L1,Ctx,618.632860040568,163.01825557809332
Td012,7D,MCAO,L1,Ctx,879.1301684532925,168.82542113323123
Td012,7D,MCAO,L1,Ctx,1184.3949880668258,175.18496420047734
Td012,7D,MCAO,L1,Ctx,51.02582159624413,167.43427230046947
Td012,7D,MCAO,L1,Ctx,1759.740585774059,173.74337517433753
Td012,7D,MCAO,L1,Ctx,355.73881932021465,172.75193798449612
Td012,7D,MCAO,L1,Ctx,1357.4497878359264,172.82602545968882
Td012,7D,MCAO,L1,Ctx,1517.3011152416357,178.9089219330855
Td012,7D,MCAO,L1,Ctx,395.26906779661016,179.91101694915255
Td012,7D,MCAO,L1,Ctx,1389.2118644067796,185.7514124293785
Td012,7D,MCAO,L1,Ctx,44.30829015544042,196.34067357512956
Td012,7D,MCAO,L1,Ctx,781.1254901960784,200.90700280112048
Td012,7D,MCAO,L1,Ctx,394.8637770897833,200.24767801857584
Td012,7D,MCAO,L1,Ctx,100.37720706260032,199.10272873194225
Td012,7D,MCAO,L1,Ctx,331.8702702702703,213.8036036036036
Td012,7D,MCAO,L1,Ctx,428.0776892430279,208.6264940239044
Td012,7D,MCAO,L1,Ctx,1534.7802197802198,210.5864135864136
Td012,7D,MCAO,L1,Ctx,870.1075268817204,217.8252688172043
Td012,7D,MCAO,L1,Ctx,92.62678936605316,233.85378323108384
Td012,7D,MCAO,L1,Ctx,715.9645669291339,233.68700787401573
Td012,7D,MCAO,L1,Ctx,599.4992343032159,236.1133231240429
Td012,7D,MCAO,L1,Ctx,760.5274043433299,245.9886246122027
Td012,7D,MCAO,L1,Ctx,544.9790419161677,255.08383233532933
Td012,7D,MCAO,L1,Ctx,866.4842041312272,258.82260024301337
Td012,7D,MCAO,L1,Ctx,1314.5,259.11959654178673
Td012,7D,MCAO,L1,Ctx,150.42201834862385,260.6085626911315
Td012,7D,MCAO,L1,Ctx,233.0,265.7860824742268
Td012,7D,MCAO,L1,Ctx,736.9628820960698,263.4323144104804
Td012,7D,MCAO,L1,Ctx,268.8241758241758,267.27335164835165
Td012,7D,MCAO,L1,Ctx,201.432,278.9591111111111
Td012,7D,MCAO,L1,Ctx,625.781072555205,275.62839116719243
Td012,7D,MCAO,L1,Ctx,1390.018635242532,273.21759386133186
Td012,7D,MCAO,L1,Ctx,589.9777601270849,285.39634630659253
Td012,7D,MCAO,L1,Ctx,318.33597229094505,283.22983671449776
Td012,7D,MCAO,L1,Ctx,97.94189453125,287.1103515625
Td012,7D,MCAO,L1,Ctx,1443.09257518797,309.7081766917293
Td012,7D,MCAO,L1,Ctx,712.6484420928865,305.90652557319225
Td012,7D,MCAO,L1,Ctx,558.3451178451179,303.5016835016835
Td012,7D,MCAO,L1,Ctx,644.1163522012579,305.94025157232704
Td012,7D,MCAO,L1,Ctx,74.84036144578313,318.5271084337349
Td012,7D,MCAO,L1,Ctx,26.9595015576324,315.1495327102804
Td012,7D,MCAO,L1,Ctx,747.467706013363,317.3630289532294
Td012,7D,MCAO,L1,Ctx,348.2628571428571,324.5733333333333
Td012,7D,MCAO,L1,Ctx,1058.166077738516,318.9281507656066
Td012,7D,MCAO,L1,Ctx,179.19663157894738,339.4370526315789
Td012,7D,MCAO,L1,Ctx,807.4088176352706,337.4168336673347
Td012,7D,MCAO,L1,Ctx,1389.288,346.896
Td012,7D,MCAO,L1,Ctx,426.6970588235294,344.7676470588235
Td012,7D,MCAO,L1,Ctx,586.7875243664718,346.68810916179336
Td012,7D,MCAO,L1,Ctx,1233.697033898305,341.603813559322
Td012,7D,MCAO,L1,Ctx,623.5138504155125,358.1108033240997
Td012,7D,MCAO,L1,Ctx,788.5555555555555,358.3956228956229
Td012,7D,MCAO,L1,Ctx,678.6366459627329,360.1366459627329
Td012,7D,MCAO,L1,Ctx,334.5340782122905,380.8804469273743
Td012,7D,MCAO,L1,Ctx,712.7691919191919,364.5545454545455
Td012,7D,MCAO,L1,Ctx,1221.5816993464052,375.3228758169935
Td012,7D,MCAO,L1,Ctx,185.9504504504505,374.62462462462463
Td012,7D,MCAO,L1,Ctx,457.2153846153846,374.9128205128205
Td012,7D,MCAO,L1,Ctx,1469.355844155844,376.8525974025974
Td012,7D,MCAO,L1,Ctx,801.8360071301248,379.59536541889486
Td012,7D,MCAO,L1,Ctx,1828.618911174785,392.8309455587392
Td012,7D,MCAO,L1,Ctx,656.3136495643756,400.7321716682801
Td012,7D,MCAO,L1,Ctx,946.8256735340728,390.3066561014263
Td012,7D,MCAO,L1,Ctx,252.97846153846157,401.3076923076923
Td012,7D,MCAO,L1,Ctx,811.2628504672897,403.3855140186916
Td012,7D,MCAO,L1,Ctx,141.53346203346203,413.2104247104247
Td012,7D,MCAO,L1,Ctx,975.9848812095032,422.62904967602594
Td012,7D,MCAO,L1,Ctx,715.2626262626262,423.41526374859706
Td012,7D,MCAO,L1,Ctx,305.66135239142386,427.2553600879604
Td012,7D,MCAO,L1,Ctx,1032.505154639175,436.8943298969072
