"","MouseID","DPI","Condition","Class","X","Y"
"16","Td77","3D","MCAO","Positive",2010.2,843.07
"17","Td77","3D","MCAO","Positive",3893.7,5491
"18","Td77","3D","MCAO","Positive",2695.2,1328.9
"19","Td77","3D","MCAO","Positive",1007,3885.9
"20","Td77","3D","MCAO","Positive",2147.9,1172.3
"21","Td77","3D","MCAO","Positive",2014.3,5338.9
"22","Td77","3D","MCAO","Positive",3157.2,5470
"23","Td77","3D","MCAO","Positive",1872.4,5486.1
"24","Td77","3D","MCAO","Positive",1847.7,4494.9
"25","Td77","3D","MCAO","Positive",1655.7,1646.9
"26","Td77","3D","MCAO","Positive",4321.5,3649.5
"27","Td77","3D","MCAO","Positive",1116.2,5186.3
"28","Td77","3D","MCAO","Positive",4408.1,1793
"29","Td77","3D","MCAO","Positive",1471.9,1225.7
"30","Td77","3D","MCAO","Positive",865.02,3866.6
"31","Td77","3D","MCAO","Positive",1493.9,1643.5
"32","Td77","3D","MCAO","Positive",4520.8,5859.7
"33","Td77","3D","MCAO","Positive",4510.3,1812.8
"34","Td77","3D","MCAO","Positive",1833.1,5451.1
"35","Td77","3D","MCAO","Positive",1615,1287.2
"36","Td77","3D","MCAO","Positive",3008.6,4385.5
"37","Td77","3D","MCAO","Positive",2133.3,3961.5
"38","Td77","3D","MCAO","Positive",742.6,1980.5
"39","Td77","3D","MCAO","Positive",4146.4,6095
"40","Td77","3D","MCAO","Positive",1740,5247
"41","Td77","3D","MCAO","Positive",998.57,1899.1
"42","Td77","3D","MCAO","Positive",3584,6177.7
"43","Td77","3D","MCAO","Positive",1417,4661.5
"44","Td77","3D","MCAO","Positive",4070.3,3793.2
"45","Td77","3D","MCAO","Positive",35.48,3181.3
"46","Td77","3D","MCAO","Positive",1701.1,1079.4
"47","Td77","3D","MCAO","Positive",2121.9,821.34
"48","Td77","3D","MCAO","Positive",3937.3,885.83
"49","Td77","3D","MCAO","Positive",3514.2,2324.1
"50","Td77","3D","MCAO","Positive",1638.6,1094.8
"51","Td77","3D","MCAO","Positive",2180.7,1228.1
"52","Td77","3D","MCAO","Positive",692.18,4559.8
"53","Td77","3D","MCAO","Positive",1703,1336.8
"54","Td77","3D","MCAO","Positive",4294.5,2526.6
"55","Td77","3D","MCAO","Positive",2395.3,3662.9
"56","Td77","3D","MCAO","Positive",4350.9,4599.2
"57","Td77","3D","MCAO","Positive",1481.7,1209.9
"58","Td77","3D","MCAO","Positive",459.56,3761.4
"59","Td77","3D","MCAO","Positive",4519.2,4340.8
"60","Td77","3D","MCAO","Positive",2929,5589.9
"61","Td77","3D","MCAO","Positive",571.03,3991
"62","Td77","3D","MCAO","Positive",1538.2,5174.7
"63","Td77","3D","MCAO","Positive",3409.5,5800.6
"64","Td77","3D","MCAO","Positive",3170.4,5616.8
"65","Td77","3D","MCAO","Positive",3155.2,5009.2
"66","Td77","3D","MCAO","Positive",1198.3,4565.6
"67","Td77","3D","MCAO","Positive",2125.7,1304.2
"68","Td77","3D","MCAO","Positive",1089.2,1776.4
"69","Td77","3D","MCAO","Positive",4185.1,66.69
"70","Td77","3D","MCAO","Positive",3961.7,1098.5
"71","Td77","3D","MCAO","Positive",617.67,4596.4
"72","Td77","3D","MCAO","Positive",3563,3071.9
"73","Td77","3D","MCAO","Positive",4358.8,1752.9
"74","Td77","3D","MCAO","Positive",1904.8,986.83
"75","Td77","3D","MCAO","Positive",423.88,3701.3
"76","Td77","3D","MCAO","Positive",854.66,1772.6
"77","Td77","3D","MCAO","Positive",3868.3,4657.1
"78","Td77","3D","MCAO","Positive",1247.7,5100.9
"79","Td77","3D","MCAO","Positive",2960.5,854.93
"80","Td77","3D","MCAO","Positive",744.41,4669.9
"81","Td77","3D","MCAO","Positive",1955,1502.1
"82","Td77","3D","MCAO","Negative",3840.3,641.16
"83","Td77","3D","MCAO","Positive",2932.8,5485.7
"84","Td77","3D","MCAO","Positive",2437.9,3642.9
"85","Td77","3D","MCAO","Positive",4681.2,2149.6
"86","Td77","3D","MCAO","Positive",1446.2,1533
"87","Td77","3D","MCAO","Positive",3401,5174.6
"88","Td77","3D","MCAO","Positive",623.86,3512.9
"89","Td77","3D","MCAO","Positive",3217.4,5065.8
"90","Td77","3D","MCAO","Positive",2346.2,3701.3
"91","Td77","3D","MCAO","Positive",2671.4,1313.8
"92","Td77","3D","MCAO","Negative",10.67,2957.8
"93","Td77","3D","MCAO","Positive",1416.1,1259.2
"94","Td77","3D","MCAO","Positive",4750.1,2262.3
"95","Td77","3D","MCAO","Positive",3103.9,5965.3
"96","Td77","3D","MCAO","Positive",2168.8,813.32
"97","Td77","3D","MCAO","Positive",1581.9,1745.2
"98","Td77","3D","MCAO","Positive",3803.5,603.84
"99","Td77","3D","MCAO","Positive",2108.6,5517.2
"100","Td77","3D","MCAO","Positive",4145.2,1820.6
"101","Td77","3D","MCAO","Positive",1055.9,4859.3
"102","Td77","3D","MCAO","Positive",3373.5,4895.8
"103","Td77","3D","MCAO","Positive",3503.2,3120.3
"104","Td77","3D","MCAO","Positive",3239.3,2355.7
"105","Td77","3D","MCAO","Positive",2508.7,5321.7
"106","Td77","3D","MCAO","Positive",218.76,3835.2
"107","Td77","3D","MCAO","Positive",4114.9,6037.2
"108","Td77","3D","MCAO","Positive",1828,5527.8
"109","Td77","3D","MCAO","Positive",2217.2,5321.8
"110","Td77","3D","MCAO","Positive",4311.5,835.48
"111","Td77","3D","MCAO","Positive",2353.7,3676.4
"112","Td77","3D","MCAO","Positive",1410.5,5297
"113","Td77","3D","MCAO","Positive",42.3,3048.9
"114","Td77","3D","MCAO","Positive",4055.6,2900.8
"115","Td77","3D","MCAO","Positive",3317.4,6116.6
"116","Td77","3D","MCAO","Positive",1217.8,5068.6
"117","Td77","3D","MCAO","Positive",1795.4,5426.8
"118","Td77","3D","MCAO","Negative",943.49,4840.4
"119","Td77","3D","MCAO","Positive",4552.1,2666.5
"120","Td77","3D","MCAO","Positive",3502.2,4593.8
"121","Td77","3D","MCAO","Positive",1957,857.4
"122","Td77","3D","MCAO","Positive",3846.7,4206.3
"123","Td77","3D","MCAO","Positive",758.56,4869
"124","Td77","3D","MCAO","Positive",3410,5330.7
"125","Td77","3D","MCAO","Positive",851.36,4773.6
"126","Td77","3D","MCAO","Positive",188.42,3517.1
"127","Td77","3D","MCAO","Positive",1885.8,1352.8
"128","Td77","3D","MCAO","Positive",1065.1,3861.4
"129","Td77","3D","MCAO","Positive",1058.9,1769.2
"130","Td77","3D","MCAO","Positive",1668.4,1673.2
"131","Td77","3D","MCAO","Positive",3637.7,2351.4
"132","Td77","3D","MCAO","Positive",3094.2,5526.1
"133","Td77","3D","MCAO","Positive",3192.9,4393.2
"134","Td77","3D","MCAO","Negative",228.46,3328
"135","Td77","3D","MCAO","Negative",1707.1,1484
"136","Td77","3D","MCAO","Positive",4385.7,1812.2
"137","Td77","3D","MCAO","Positive",3469.2,3892.6
"138","Td77","3D","MCAO","Positive",1741.8,5073.5
"139","Td77","3D","MCAO","Positive",1872.4,1906.6
"140","Td77","3D","MCAO","Negative",785.58,4417.4
"141","Td77","3D","MCAO","Positive",615.25,4531.8
"142","Td77","3D","MCAO","Negative",929.07,3226.3
"143","Td77","3D","MCAO","Positive",1921.1,5485.9
"144","Td77","3D","MCAO","Positive",1446.5,1230.2
"145","Td77","3D","MCAO","Positive",113.92,2932.2
"146","Td77","3D","MCAO","Positive",1767.5,1633.6
"147","Td77","3D","MCAO","Positive",1786.3,1621.9
"148","Td77","3D","MCAO","Positive",3615.4,3085.7
"149","Td77","3D","MCAO","Negative",1673.8,5359
"150","Td77","3D","MCAO","Positive",1571.8,1147.2
