"","MouseID","DPI","Condition","Class","X","Y"
"1","Td28","14D","MCAO","Positive",2265.3,3284.7
"2","Td28","14D","MCAO","Positive",1860.9,3390.4
"3","Td28","14D","MCAO","Positive",2007.2,3159.1
"4","Td28","14D","MCAO","Positive",1986.8,3984.8
"5","Td28","14D","MCAO","Positive",1998.2,3000.9
"6","Td28","14D","MCAO","Positive",2264.7,3995.9
"7","Td28","14D","MCAO","Positive",2515.6,3753.1
"8","Td28","14D","MCAO","Positive",1880.8,3236
"9","Td28","14D","MCAO","Positive",2133.9,4200.3
"10","Td28","14D","MCAO","Positive",1561,2103.6
"11","Td28","14D","MCAO","Positive",1557.7,2025.4
"12","Td28","14D","MCAO","Positive",1995.6,2846.6
"13","Td28","14D","MCAO","Positive",2560.1,4018.4
"14","Td28","14D","MCAO","Positive",2427.1,3289.6
"15","Td28","14D","MCAO","Positive",2448.1,3664.1
"16","Td28","14D","MCAO","Positive",1496.6,2050.4
"17","Td28","14D","MCAO","Positive",1663.4,2286.9
"18","Td28","14D","MCAO","Positive",1729.4,2277.5
"19","Td28","14D","MCAO","Positive",1577.9,2062.1
"20","Td28","14D","MCAO","Positive",2638.2,4125.9
"21","Td28","14D","MCAO","Positive",1501.7,2347.1
"22","Td28","14D","MCAO","Positive",1482,1620.5
"23","Td28","14D","MCAO","Positive",2305.3,2670.2
"24","Td28","14D","MCAO","Positive",2501,2274.3
"25","Td28","14D","MCAO","Positive",1759.3,3020.1
"26","Td28","14D","MCAO","Positive",3254.4,1842.3
"27","Td28","14D","MCAO","Positive",2317.2,3660.9
"28","Td28","14D","MCAO","Positive",3341.2,1958.1
"29","Td28","14D","MCAO","Positive",2141.9,2561.1
"30","Td28","14D","MCAO","Positive",2258,3419
"31","Td28","14D","MCAO","Positive",1720.2,2099.5
"32","Td28","14D","MCAO","Positive",1990.5,3036.3
"33","Td28","14D","MCAO","Positive",2079.7,960.3
"34","Td28","14D","MCAO","Positive",3000.9,1844.4
"35","Td28","14D","MCAO","Positive",1239.3,2248.5
"36","Td28","14D","MCAO","Positive",1688.5,2750.1
"37","Td28","14D","MCAO","Positive",2355.6,3334
"38","Td28","14D","MCAO","Positive",2067,4296.4
"39","Td28","14D","MCAO","Positive",2747.9,3563.8
"40","Td28","14D","MCAO","Positive",2690.9,3367.3
"41","Td28","14D","MCAO","Positive",2730.5,3894.4
"42","Td28","14D","MCAO","Positive",2259,3855.1
"43","Td28","14D","MCAO","Positive",2662.9,4543.8
"44","Td28","14D","MCAO","Positive",1768,2299.3
"45","Td28","14D","MCAO","Positive",1603.7,2767.8
"46","Td28","14D","MCAO","Positive",2267.6,3003
"47","Td28","14D","MCAO","Positive",2095.2,2462.7
"48","Td28","14D","MCAO","Positive",3266.8,1900.6
"49","Td28","14D","MCAO","Positive",2605.7,3844.4
"50","Td28","14D","MCAO","Positive",2000.4,4068.2
"51","Td28","14D","MCAO","Positive",2245,3803.3
"52","Td28","14D","MCAO","Positive",1670.6,2517.1
"53","Td28","14D","MCAO","Positive",2242.6,4280.5
"54","Td28","14D","MCAO","Positive",2587.3,4065.4
"55","Td28","14D","MCAO","Positive",1301.4,2421.1
"56","Td28","14D","MCAO","Positive",2952.7,1886.8
