"","MouseID","DPI","Condition","Class","X","Y"
"1","Td66","7D","SHAM","Positive",2085.5,5346.6
"2","Td66","7D","SHAM","Positive",457.29,1701.2
"3","Td66","7D","SHAM","Positive",2696.3,2057.9
"4","Td66","7D","SHAM","Positive",2990.7,522.15
"5","Td66","7D","SHAM","Positive",2126.8,434.32
"6","Td66","7D","SHAM","Positive",1995,968.16
"7","Td66","7D","SHAM","Positive",2597.3,2080.6
"8","Td66","7D","SHAM","Positive",2835.5,4706.9
"9","Td66","7D","SHAM","Positive",2148.3,3302.2
"10","Td66","7D","SHAM","Positive",2132.5,2320.7
"11","Td66","7D","SHAM","Positive",2190,3693.4
"12","Td66","7D","SHAM","Positive",1773.7,1309.5
"13","Td66","7D","SHAM","Positive",679.3,3440.5
"14","Td66","7D","SHAM","Positive",3252.9,3401.3
"15","Td66","7D","SHAM","Positive",1443.1,4222.7
"16","Td66","7D","SHAM","Positive",1698.9,1137.1
"17","Td66","7D","SHAM","Positive",331,1910.3
"18","Td66","7D","SHAM","Positive",581.6,1466
"19","Td66","7D","SHAM","Positive",2255.5,3708.4
"20","Td66","7D","SHAM","Positive",2416.8,2448.7
"21","Td66","7D","SHAM","Positive",1051.4,1412.8
"22","Td66","7D","SHAM","Positive",769.43,3716.2
"23","Td66","7D","SHAM","Positive",1757.5,4811.8
"24","Td66","7D","SHAM","Positive",1473.5,4967.8
"25","Td66","7D","SHAM","Positive",522.77,1708.6
"26","Td66","7D","SHAM","Positive",1066.8,2709.2
"27","Td66","7D","SHAM","Positive",284.41,3285.2
"28","Td66","7D","SHAM","Positive",2715.2,2246.8
"29","Td66","7D","SHAM","Positive",3322.9,40.61
"30","Td66","7D","SHAM","Positive",1025.7,1722
"31","Td66","7D","SHAM","Positive",1047.7,1242
"32","Td66","7D","SHAM","Positive",372.79,3559.9
"33","Td66","7D","SHAM","Positive",2223.7,1344.5
"34","Td66","7D","SHAM","Positive",3057.4,170.52
"35","Td66","7D","SHAM","Positive",2045.4,1047.6
"36","Td66","7D","SHAM","Positive",2461.6,3438.4
"37","Td66","7D","SHAM","Positive",3226.8,3339
"38","Td66","7D","SHAM","Negative",1724,5430.9
"39","Td66","7D","SHAM","Positive",822.7,1126.1
"40","Td66","7D","SHAM","Positive",2765.1,5639.6
"41","Td66","7D","SHAM","Positive",810.72,4520.9
"42","Td66","7D","SHAM","Positive",941.23,2957.4
"43","Td66","7D","SHAM","Positive",2148.3,2905.4
"44","Td66","7D","SHAM","Positive",1997.1,4024.6
"45","Td66","7D","SHAM","Positive",2951.8,5187.5
"46","Td66","7D","SHAM","Positive",719.41,3800
"47","Td66","7D","SHAM","Negative",832.46,2958
"48","Td66","7D","SHAM","Negative",3144.8,3452.8
"49","Td66","7D","SHAM","Positive",1918.6,488.46
"50","Td66","7D","SHAM","Positive",3352.2,4918.4
"51","Td66","7D","SHAM","Positive",2129.9,3674.3
"52","Td66","7D","SHAM","Positive",2815.9,1192.2
"53","Td66","7D","SHAM","Positive",1822,5126.9
"54","Td66","7D","SHAM","Positive",3264.9,3461.5
"55","Td66","7D","SHAM","Positive",1027.8,1374.5
"56","Td66","7D","SHAM","Positive",3240,4068.3
"57","Td66","7D","SHAM","Positive",229.58,2549.1
"58","Td66","7D","SHAM","Positive",657.84,1300.6
"59","Td66","7D","SHAM","Positive",491.36,1760.4
"60","Td66","7D","SHAM","Positive",3271.3,1750.2
"61","Td66","7D","SHAM","Positive",1440.4,1738.1
"62","Td66","7D","SHAM","Positive",2851.4,5106
"63","Td66","7D","SHAM","Positive",1759.9,3113.1
"64","Td66","7D","SHAM","Positive",2577.8,2598.6
"65","Td66","7D","SHAM","Positive",2570.6,2194.4
"66","Td66","7D","SHAM","Positive",317.96,1955
"67","Td66","7D","SHAM","Positive",483.74,1575.9
"68","Td66","7D","SHAM","Positive",800.03,2648.5
"69","Td66","7D","SHAM","Negative",2933.7,5674.5
"70","Td66","7D","SHAM","Positive",633.1,2398.7
"71","Td66","7D","SHAM","Positive",793.64,3795.3
"72","Td66","7D","SHAM","Positive",1741.7,5527.9
"73","Td66","7D","SHAM","Positive",2186.1,2763.4
"74","Td66","7D","SHAM","Negative",664.56,2154
"75","Td66","7D","SHAM","Positive",1545.1,4970.2
"76","Td66","7D","SHAM","Positive",2449.6,263.83
"77","Td66","7D","SHAM","Positive",2739.6,2023.1
"78","Td66","7D","SHAM","Positive",2097.5,470.83
"79","Td66","7D","SHAM","Positive",2287.8,5528.6
"80","Td66","7D","SHAM","Positive",880.88,4609.3
"81","Td66","7D","SHAM","Positive",754.76,2721.6
"82","Td66","7D","SHAM","Negative",974.55,3488.8
"83","Td66","7D","SHAM","Negative",2731.6,5558.8
"84","Td66","7D","SHAM","Positive",629.5,4413.3
"85","Td66","7D","SHAM","Positive",2924.2,5904.5
"86","Td66","7D","SHAM","Positive",2641.5,195.38
"87","Td66","7D","SHAM","Positive",2731.5,3021.6
"88","Td66","7D","SHAM","Positive",1244.9,829.16
"89","Td66","7D","SHAM","Positive",866.78,2102.7
"90","Td66","7D","SHAM","Negative",2962.4,5743.2
"91","Td66","7D","SHAM","Positive",1643.9,2599.7
"92","Td66","7D","SHAM","Positive",1744.2,1040
"93","Td66","7D","SHAM","Positive",653.93,4270.8
"94","Td66","7D","SHAM","Positive",208.7,2745.6
"95","Td66","7D","SHAM","Negative",2077.3,2310.9
"96","Td66","7D","SHAM","Negative",2922.3,5598.7
