"","MouseID","DPI","Condition","Class","X","Y"
"7","Td81","7D","SHAM","Positive",2434.2,2341.6
"8","Td81","7D","SHAM","Positive",1503.8,1210.8
"9","Td81","7D","SHAM","Positive",1741.1,1140.1
"10","Td81","7D","SHAM","Positive",1534.9,1487.4
"11","Td81","7D","SHAM","Positive",1638.5,2883.9
"12","Td81","7D","SHAM","Positive",3028.4,702.68
"13","Td81","7D","SHAM","Positive",1814,3477.2
"14","Td81","7D","SHAM","Negative",1832.8,5511.1
"15","Td81","7D","SHAM","Positive",1687.2,2163
"16","Td81","7D","SHAM","Positive",876.56,2218.2
"17","Td81","7D","SHAM","Positive",364.41,1884.2
"18","Td81","7D","SHAM","Positive",928.67,4506.2
"19","Td81","7D","SHAM","Positive",1915.7,2925.2
"20","Td81","7D","SHAM","Positive",588.33,2564.4
"21","Td81","7D","SHAM","Positive",2279.2,2752.9
"22","Td81","7D","SHAM","Positive",2348.3,1705.4
"23","Td81","7D","SHAM","Positive",1393.5,1489
"24","Td81","7D","SHAM","Positive",2024.2,2786.5
"25","Td81","7D","SHAM","Positive",2324.7,1681.9
"26","Td81","7D","SHAM","Negative",2333.9,4275
"27","Td81","7D","SHAM","Positive",2547,1548.4
"28","Td81","7D","SHAM","Positive",2573.8,1635.1
"29","Td81","7D","SHAM","Positive",706.32,2569.5
"30","Td81","7D","SHAM","Positive",581.04,1914.5
"31","Td81","7D","SHAM","Negative",2633.3,1668.3
"32","Td81","7D","SHAM","Positive",2284.2,1614.6
"33","Td81","7D","SHAM","Positive",1107.5,3888
"34","Td81","7D","SHAM","Positive",2252.8,5244.2
"35","Td81","7D","SHAM","Negative",2283.7,3698.9
"36","Td81","7D","SHAM","Positive",1754.3,5595.7
"37","Td81","7D","SHAM","Positive",2977.2,4552.7
"38","Td81","7D","SHAM","Positive",1147,1291.5
"39","Td81","7D","SHAM","Positive",2418.2,2291.3
"40","Td81","7D","SHAM","Positive",2753.2,3797
"41","Td81","7D","SHAM","Positive",1571.6,1360.8
"42","Td81","7D","SHAM","Positive",1001.2,4877.6
"43","Td81","7D","SHAM","Positive",1155.8,2819.5
"44","Td81","7D","SHAM","Positive",1733,4166.9
"45","Td81","7D","SHAM","Positive",1745.1,2165.7
"46","Td81","7D","SHAM","Positive",1781.9,2841.8
"47","Td81","7D","SHAM","Positive",1384.7,1444.6
"48","Td81","7D","SHAM","Positive",364.74,3673.4
"49","Td81","7D","SHAM","Negative",3108.8,5154.7
"50","Td81","7D","SHAM","Negative",1180.7,3262.5
"51","Td81","7D","SHAM","Positive",2514.4,530.21
"52","Td81","7D","SHAM","Positive",2153.9,5626
"53","Td81","7D","SHAM","Positive",2455.8,2544.7
"54","Td81","7D","SHAM","Positive",1728,3560.3
"55","Td81","7D","SHAM","Positive",2792.4,3775.3
"56","Td81","7D","SHAM","Positive",2840.5,3131.1
"57","Td81","7D","SHAM","Negative",1119.4,3106.8
"58","Td81","7D","SHAM","Positive",1025.1,3179.5
"59","Td81","7D","SHAM","Positive",440.14,2988.8
"60","Td81","7D","SHAM","Positive",2188.3,660.12
"61","Td81","7D","SHAM","Negative",2859.9,871.36
"62","Td81","7D","SHAM","Negative",1087.8,4840.8
"63","Td81","7D","SHAM","Negative",1735.1,1746.6
"64","Td81","7D","SHAM","Positive",1618.4,5026.2
"65","Td81","7D","SHAM","Negative",1047.3,3147.1
"66","Td81","7D","SHAM","Positive",2240.3,5467.2
"67","Td81","7D","SHAM","Positive",2162.9,4998.6
"68","Td81","7D","SHAM","Positive",2228.1,4055
"69","Td81","7D","SHAM","Positive",1098,3908.1
"70","Td81","7D","SHAM","Positive",1895.8,1758.3
"71","Td81","7D","SHAM","Positive",3091.4,3935
"72","Td81","7D","SHAM","Negative",2238.5,3986.7
"73","Td81","7D","SHAM","Positive",773.74,2100.7
"74","Td81","7D","SHAM","Negative",3074,864.48
"75","Td81","7D","SHAM","Positive",1835.3,5360.5
"76","Td81","7D","SHAM","Positive",1562.4,1521.7
"77","Td81","7D","SHAM","Positive",2095.7,704.85
"78","Td81","7D","SHAM","Positive",176.79,3046.2
"79","Td81","7D","SHAM","Negative",2632.1,1487.3
"80","Td81","7D","SHAM","Negative",2091.1,1449.6
"81","Td81","7D","SHAM","Negative",3008.8,3557.7
"82","Td81","7D","SHAM","Negative",2255,4752.4
"83","Td81","7D","SHAM","Negative",2042.5,2520.1
"84","Td81","7D","SHAM","Negative",2464.8,5449.9
"85","Td81","7D","SHAM","Positive",580.96,3374.8
"86","Td81","7D","SHAM","Positive",523.67,2882.5
"87","Td81","7D","SHAM","Positive",1954.3,4369.9
"88","Td81","7D","SHAM","Positive",1828.6,3570
"89","Td81","7D","SHAM","Negative",3044.9,1373.1
"90","Td81","7D","SHAM","Positive",1867.2,4326
"91","Td81","7D","SHAM","Negative",2310.7,3524.3
"92","Td81","7D","SHAM","Negative",1964.3,2713.5
"93","Td81","7D","SHAM","Positive",1922.4,3956.6
"94","Td81","7D","SHAM","Positive",2284.1,3526.9
"95","Td81","7D","SHAM","Negative",2402.1,4188.6
"96","Td81","7D","SHAM","Negative",2833.4,755.02
"97","Td81","7D","SHAM","Negative",2379.8,1733.9
"98","Td81","7D","SHAM","Positive",856.7,4186.1
"99","Td81","7D","SHAM","Negative",1971.3,1213.9
"100","Td81","7D","SHAM","Negative",2244.4,4831.8
"101","Td81","7D","SHAM","Negative",1978.2,2751.3
"102","Td81","7D","SHAM","Positive",844.32,2130.2
"103","Td81","7D","SHAM","Positive",2957.4,3603.4
"104","Td81","7D","SHAM","Negative",1264.6,2619.8
"105","Td81","7D","SHAM","Positive",1739.9,3574.5
"106","Td81","7D","SHAM","Positive",969.86,4876.8
"107","Td81","7D","SHAM","Negative",2678.5,986.66
