"","MouseID","DPI","Condition","Class","X","Y"
"1","Td53","14D","MCAO","Positive",1877.4,3093.9
"2","Td53","14D","MCAO","Positive",2163,3326.9
"3","Td53","14D","MCAO","Positive",2424.7,3948
"4","Td53","14D","MCAO","Positive",1677,2888.9
"5","Td53","14D","MCAO","Positive",1770.6,3712
"6","Td53","14D","MCAO","Positive",1920.9,3879.1
"7","Td53","14D","MCAO","Positive",1604.7,1594.1
"8","Td53","14D","MCAO","Positive",2087.4,3317.5
"9","Td53","14D","MCAO","Positive",1917.9,3823.5
"10","Td53","14D","MCAO","Positive",2488.1,2912.4
"11","Td53","14D","MCAO","Positive",2360.9,3256.2
"12","Td53","14D","MCAO","Positive",2385.9,4081.1
"13","Td53","14D","MCAO","Positive",1574.1,2060.7
"14","Td53","14D","MCAO","Positive",1827.9,4050.9
"15","Td53","14D","MCAO","Positive",1698.9,2155.5
"16","Td53","14D","MCAO","Positive",2119.6,3289.8
"17","Td53","14D","MCAO","Positive",2573.5,3523.1
"18","Td53","14D","MCAO","Positive",2433.8,4368.2
"19","Td53","14D","MCAO","Positive",1713.7,1713.7
"20","Td53","14D","MCAO","Positive",2688,2747.5
"21","Td53","14D","MCAO","Positive",1380.6,1930.3
"22","Td53","14D","MCAO","Positive",1846.5,3474.6
"23","Td53","14D","MCAO","Positive",2711.3,3343.8
"24","Td53","14D","MCAO","Positive",1792.8,3170.2
"25","Td53","14D","MCAO","Positive",1562.8,3756
"26","Td53","14D","MCAO","Positive",1335.9,1928.9
"27","Td53","14D","MCAO","Positive",2079.5,3889.2
"28","Td53","14D","MCAO","Positive",1889.8,2702.5
"29","Td53","14D","MCAO","Positive",2853.3,3425.3
"30","Td53","14D","MCAO","Positive",1525.4,2097.1
"31","Td53","14D","MCAO","Positive",1884.6,3284
"32","Td53","14D","MCAO","Positive",1741.1,2540.1
"33","Td53","14D","MCAO","Positive",1815.4,2814
"34","Td53","14D","MCAO","Positive",1883.6,3021.3
"35","Td53","14D","MCAO","Positive",2103.8,3010.5
"36","Td53","14D","MCAO","Positive",2270.9,2958.7
"37","Td53","14D","MCAO","Positive",1928.4,2352.8
"38","Td53","14D","MCAO","Positive",2239.8,3515
"39","Td53","14D","MCAO","Positive",1941.6,3670.3
"40","Td53","14D","MCAO","Positive",2231.8,3019.5
"41","Td53","14D","MCAO","Positive",2385.8,5303.7
"42","Td53","14D","MCAO","Positive",1372.4,3241.1
"43","Td53","14D","MCAO","Positive",1717.8,2687.5
"44","Td53","14D","MCAO","Positive",1933.5,4602.2
"45","Td53","14D","MCAO","Positive",2151.5,3578.8
"46","Td53","14D","MCAO","Positive",1469.9,2173.7
"47","Td53","14D","MCAO","Positive",1379.4,1773.7
"48","Td53","14D","MCAO","Positive",2506.6,3714.5
"49","Td53","14D","MCAO","Positive",1704.9,2984.3
"50","Td53","14D","MCAO","Positive",1371.7,2033.1
"51","Td53","14D","MCAO","Positive",1528.4,2407.5
"52","Td53","14D","MCAO","Positive",1866.8,2568.2
"53","Td53","14D","MCAO","Positive",2216.7,3603.1
"54","Td53","14D","MCAO","Positive",1778.9,3779.3
"55","Td53","14D","MCAO","Positive",1884.3,1590
"56","Td53","14D","MCAO","Positive",1502.9,3601.4
"57","Td53","14D","MCAO","Positive",2128.7,2974.6
"58","Td53","14D","MCAO","Positive",1549.3,3672
"59","Td53","14D","MCAO","Positive",1799.6,2551.7
"60","Td53","14D","MCAO","Positive",1763.9,3111
"61","Td53","14D","MCAO","Positive",2795.4,2842.5
"62","Td53","14D","MCAO","Positive",1722.8,2196.2
"63","Td53","14D","MCAO","Positive",1754.8,2698.5
"64","Td53","14D","MCAO","Positive",3268.9,2711.1
"65","Td53","14D","MCAO","Positive",2819,3514.2
"66","Td53","14D","MCAO","Positive",1332.3,3038.1
"67","Td53","14D","MCAO","Positive",1701.9,1676.9
"68","Td53","14D","MCAO","Positive",2401.6,2981.9
