"","MouseID","DPI","Condition","Class","X","Y"
"9","Td65","14D","SHAM","Positive",3125.9,4326
"10","Td65","14D","SHAM","Positive",715.64,3786.6
"11","Td65","14D","SHAM","Positive",1244.1,2564.1
"12","Td65","14D","SHAM","Positive",3182.7,627.84
"13","Td65","14D","SHAM","Positive",1257.4,4127.7
"14","Td65","14D","SHAM","Positive",2451,3478.2
"15","Td65","14D","SHAM","Positive",1431,1966.5
"16","Td65","14D","SHAM","Positive",200.43,3313.9
"17","Td65","14D","SHAM","Positive",887.15,4703.6
"18","Td65","14D","SHAM","Positive",748.46,1375.3
"19","Td65","14D","SHAM","Positive",2251.3,4032.8
"20","Td65","14D","SHAM","Positive",2447.7,2864.9
"21","Td65","14D","SHAM","Positive",2108.2,5883.5
"22","Td65","14D","SHAM","Positive",531.14,4254.5
"23","Td65","14D","SHAM","Positive",836.71,1511.6
"24","Td65","14D","SHAM","Positive",1396,4003.3
"25","Td65","14D","SHAM","Positive",2487.8,3367.4
"26","Td65","14D","SHAM","Positive",887.47,3434.8
"27","Td65","14D","SHAM","Positive",1302.9,2689.9
"28","Td65","14D","SHAM","Positive",2804.7,2732.5
"29","Td65","14D","SHAM","Positive",1273,5290
"30","Td65","14D","SHAM","Positive",1713.1,3972.9
"31","Td65","14D","SHAM","Positive",141.62,3744.6
"32","Td65","14D","SHAM","Positive",1814.4,1221.2
"33","Td65","14D","SHAM","Positive",113.04,3692.7
"34","Td65","14D","SHAM","Positive",168.39,3376.4
"35","Td65","14D","SHAM","Positive",2280.7,3109.8
"36","Td65","14D","SHAM","Positive",1080,5235.4
"37","Td65","14D","SHAM","Positive",945.01,1236.4
"38","Td65","14D","SHAM","Positive",796.42,4721.5
"39","Td65","14D","SHAM","Positive",574.6,3498.2
"40","Td65","14D","SHAM","Positive",2981.4,3050.1
"41","Td65","14D","SHAM","Positive",592.94,2530.4
"42","Td65","14D","SHAM","Positive",474.41,2794
"43","Td65","14D","SHAM","Positive",276.76,4166.7
"44","Td65","14D","SHAM","Positive",152.89,3582.9
"45","Td65","14D","SHAM","Positive",2210.4,4569.9
"46","Td65","14D","SHAM","Positive",2557,3008.3
"47","Td65","14D","SHAM","Positive",756.88,5126.1
"48","Td65","14D","SHAM","Positive",334.98,4413.7
"49","Td65","14D","SHAM","Positive",1122.2,1373.7
"50","Td65","14D","SHAM","Positive",323.3,3811.8
"51","Td65","14D","SHAM","Positive",3014.8,4338.7
"52","Td65","14D","SHAM","Positive",1952.3,4190.1
"53","Td65","14D","SHAM","Positive",1603.7,1443.9
"54","Td65","14D","SHAM","Positive",3186.3,1145.5
"55","Td65","14D","SHAM","Positive",2099.1,2901.7
"56","Td65","14D","SHAM","Positive",250.5,4434
"57","Td65","14D","SHAM","Positive",1366.8,3896.9
"58","Td65","14D","SHAM","Negative",522.86,4519.2
"59","Td65","14D","SHAM","Positive",2536.2,1060.2
"60","Td65","14D","SHAM","Positive",1154.1,5032.7
"61","Td65","14D","SHAM","Positive",2996.7,4857.5
"62","Td65","14D","SHAM","Positive",2551.1,3439.8
"63","Td65","14D","SHAM","Positive",343.69,3195.3
"64","Td65","14D","SHAM","Positive",389.26,4637.8
"65","Td65","14D","SHAM","Positive",1322.8,1765.2
"66","Td65","14D","SHAM","Positive",1668.5,5544.1
"67","Td65","14D","SHAM","Positive",219.23,3995.3
"68","Td65","14D","SHAM","Positive",2604.6,2916.5
"69","Td65","14D","SHAM","Positive",442.58,4709.5
"70","Td65","14D","SHAM","Positive",3038.7,4843.5
"71","Td65","14D","SHAM","Positive",421.5,2930.2
"72","Td65","14D","SHAM","Positive",3160.1,4920.1
"73","Td65","14D","SHAM","Positive",505.68,4562.9
"74","Td65","14D","SHAM","Positive",1453.3,4007
"75","Td65","14D","SHAM","Positive",2063.1,5820.3
"76","Td65","14D","SHAM","Positive",2848.3,5589.1
"77","Td65","14D","SHAM","Positive",1467.9,1085
"78","Td65","14D","SHAM","Positive",3068.1,2029.8
"79","Td65","14D","SHAM","Positive",2918.2,5046.1
"80","Td65","14D","SHAM","Positive",765.96,4060.1
"81","Td65","14D","SHAM","Positive",3170,2058.4
"82","Td65","14D","SHAM","Negative",1640.3,1530.5
"83","Td65","14D","SHAM","Positive",2922.4,2260
"84","Td65","14D","SHAM","Negative",526.26,4089.7
"85","Td65","14D","SHAM","Positive",1288,2051.1
"86","Td65","14D","SHAM","Positive",2083.4,5850.5
"87","Td65","14D","SHAM","Positive",3160.9,2026.4
"88","Td65","14D","SHAM","Positive",1478.8,1111.2
"89","Td65","14D","SHAM","Positive",1169.5,4744.4
"90","Td65","14D","SHAM","Negative",1730.6,2141.4
"91","Td65","14D","SHAM","Positive",1358.6,2055
