"","MouseID","DPI","Condition","Class","X","Y"
"17","Td63","7D","MCAO","Positive",1398.1,1946.9
"18","Td63","7D","MCAO","Positive",959.77,4199.2
"19","Td63","7D","MCAO","Positive",2334.9,2139.4
"20","Td63","7D","MCAO","Positive",752.38,1583.7
"21","Td63","7D","MCAO","Positive",238.98,2458.4
"22","Td63","7D","MCAO","Positive",313.76,4704.6
"23","Td63","7D","MCAO","Positive",1819.1,1895
"24","Td63","7D","MCAO","Positive",838.52,1649.4
"25","Td63","7D","MCAO","Positive",81.6,2949.9
"26","Td63","7D","MCAO","Positive",2139.4,2732.4
"27","Td63","7D","MCAO","Positive",363.36,2090.5
"28","Td63","7D","MCAO","Positive",2544.3,3729.2
"29","Td63","7D","MCAO","Positive",2282,3238.8
"30","Td63","7D","MCAO","Positive",77.73,3008.5
"31","Td63","7D","MCAO","Positive",640.28,2218.3
"32","Td63","7D","MCAO","Positive",1056.5,1896
"33","Td63","7D","MCAO","Positive",1378.3,1743.2
"34","Td63","7D","MCAO","Positive",1241.2,1577.9
"35","Td63","7D","MCAO","Positive",331.63,3205.4
"36","Td63","7D","MCAO","Positive",3307.9,5367.8
"37","Td63","7D","MCAO","Positive",1134,1130.5
"38","Td63","7D","MCAO","Positive",646.96,4558.3
"39","Td63","7D","MCAO","Positive",662.36,2564.4
"40","Td63","7D","MCAO","Positive",321.1,2914.5
"41","Td63","7D","MCAO","Positive",3235.7,3783.6
"42","Td63","7D","MCAO","Positive",448.13,2097.5
"43","Td63","7D","MCAO","Positive",168.22,2877.1
"44","Td63","7D","MCAO","Positive",674.41,5146.3
"45","Td63","7D","MCAO","Positive",3221.2,1857
"46","Td63","7D","MCAO","Positive",767.04,1770
"47","Td63","7D","MCAO","Positive",2847.4,1196.2
"48","Td63","7D","MCAO","Positive",165.49,4259.2
"49","Td63","7D","MCAO","Positive",334.95,2754.6
"50","Td63","7D","MCAO","Positive",282.83,2324.2
"51","Td63","7D","MCAO","Positive",1503.5,1695.4
"52","Td63","7D","MCAO","Positive",1467.3,5168.9
"53","Td63","7D","MCAO","Positive",1958.8,2641
"54","Td63","7D","MCAO","Positive",389.64,2569.6
"55","Td63","7D","MCAO","Positive",2892.3,3331.1
"56","Td63","7D","MCAO","Positive",1132.9,3059.3
"57","Td63","7D","MCAO","Positive",1076.3,1520.4
"58","Td63","7D","MCAO","Positive",2881.1,2770.9
"59","Td63","7D","MCAO","Positive",1202,1682.3
"60","Td63","7D","MCAO","Positive",521.69,5136.3
"61","Td63","7D","MCAO","Positive",2661.7,1669.9
"62","Td63","7D","MCAO","Positive",1146.9,1371.3
"63","Td63","7D","MCAO","Positive",3235.3,1903.5
"64","Td63","7D","MCAO","Positive",477.11,1820.4
"65","Td63","7D","MCAO","Positive",1577.6,4454.3
"66","Td63","7D","MCAO","Positive",1164.9,2337
"67","Td63","7D","MCAO","Positive",865.23,5333.8
"68","Td63","7D","MCAO","Positive",1772,2486.5
"69","Td63","7D","MCAO","Positive",1074.4,1476.7
"70","Td63","7D","MCAO","Positive",3253.2,3328.4
"71","Td63","7D","MCAO","Positive",336.17,2979.1
"72","Td63","7D","MCAO","Positive",2269.4,2724.8
"73","Td63","7D","MCAO","Positive",44.81,3151.3
"74","Td63","7D","MCAO","Positive",466.47,2658.6
"75","Td63","7D","MCAO","Positive",3249.3,3615.7
"76","Td63","7D","MCAO","Positive",1014.8,1479.9
"77","Td63","7D","MCAO","Positive",1251.8,2163.2
"78","Td63","7D","MCAO","Positive",171.7,2711
