"","MouseID","DPI","Condition","Class","X","Y"
"1","Td80","7D","SHAM","Positive",1046.6,790.1
"2","Td80","7D","SHAM","Positive",2062.3,445.19
"3","Td80","7D","SHAM","Positive",2410.3,740.13
"4","Td80","7D","SHAM","Positive",2218.2,338.63
"5","Td80","7D","SHAM","Positive",2086.4,5812.3
"6","Td80","7D","SHAM","Positive",1074.1,4884.7
"7","Td80","7D","SHAM","Positive",1363,3086.6
"8","Td80","7D","SHAM","Positive",1866.5,3489.2
"9","Td80","7D","SHAM","Positive",1281.9,3476.4
"10","Td80","7D","SHAM","Positive",2948,338.33
"11","Td80","7D","SHAM","Positive",2088,4029.7
"12","Td80","7D","SHAM","Positive",2586.6,492.73
"13","Td80","7D","SHAM","Positive",2416.6,1263.5
"14","Td80","7D","SHAM","Positive",2912.1,407.05
"15","Td80","7D","SHAM","Positive",2234.5,487.79
"16","Td80","7D","SHAM","Positive",2103,395.56
"17","Td80","7D","SHAM","Positive",2921.7,852.41
"18","Td80","7D","SHAM","Positive",2801.5,2362.4
"19","Td80","7D","SHAM","Positive",2442.4,5105.9
"20","Td80","7D","SHAM","Positive",2219.7,3763.6
"21","Td80","7D","SHAM","Positive",2595.7,1812.8
"22","Td80","7D","SHAM","Positive",2393.7,2076.4
"23","Td80","7D","SHAM","Positive",2458.9,1331.7
"24","Td80","7D","SHAM","Positive",1485.6,1181.9
"25","Td80","7D","SHAM","Positive",2065.3,2359.9
"26","Td80","7D","SHAM","Positive",2398,1689.7
"27","Td80","7D","SHAM","Positive",1826.1,5553.8
"28","Td80","7D","SHAM","Positive",3172,5615.1
"29","Td80","7D","SHAM","Positive",2515.8,295.26
"30","Td80","7D","SHAM","Positive",2548.8,4753.9
"31","Td80","7D","SHAM","Positive",855.27,3261.9
"32","Td80","7D","SHAM","Positive",3046.7,238.71
"33","Td80","7D","SHAM","Positive",2952,414.35
"34","Td80","7D","SHAM","Positive",3004.6,187.16
"35","Td80","7D","SHAM","Positive",2294.9,4120.2
"36","Td80","7D","SHAM","Positive",1563.1,582.28
"37","Td80","7D","SHAM","Positive",3093.8,4115.7
"38","Td80","7D","SHAM","Positive",2383.9,2045.6
"39","Td80","7D","SHAM","Positive",457.02,1739.4
"40","Td80","7D","SHAM","Positive",2096.1,780.65
"41","Td80","7D","SHAM","Positive",3173.2,113.8
"42","Td80","7D","SHAM","Positive",2095.4,5651.4
"43","Td80","7D","SHAM","Positive",1249.3,5016.3
"44","Td80","7D","SHAM","Positive",1780.5,2809.2
"45","Td80","7D","SHAM","Positive",781.18,979.88
"46","Td80","7D","SHAM","Positive",1178.5,2941.2
"47","Td80","7D","SHAM","Positive",2370.8,467.11
"48","Td80","7D","SHAM","Positive",219.49,3655.7
"49","Td80","7D","SHAM","Positive",2951.7,140.66
"50","Td80","7D","SHAM","Positive",1401.4,418.86
"51","Td80","7D","SHAM","Positive",822.64,1218.5
"52","Td80","7D","SHAM","Positive",780.16,3689.1
"53","Td80","7D","SHAM","Positive",2157.6,501.29
"54","Td80","7D","SHAM","Positive",2586.3,2267.5
"55","Td80","7D","SHAM","Positive",2103,3801.4
"56","Td80","7D","SHAM","Positive",1799,2390.7
"57","Td80","7D","SHAM","Positive",3055.1,2890.5
"58","Td80","7D","SHAM","Positive",1774,2926.3
"59","Td80","7D","SHAM","Positive",2570.7,455.04
"60","Td80","7D","SHAM","Positive",1850.4,5597.7
"61","Td80","7D","SHAM","Positive",2329.3,1048.4
"62","Td80","7D","SHAM","Positive",2432.8,3798
"63","Td80","7D","SHAM","Positive",2323.8,1085.2
"64","Td80","7D","SHAM","Positive",2244.2,2040.1
"65","Td80","7D","SHAM","Positive",2439.6,3613.2
"66","Td80","7D","SHAM","Positive",1327.5,3389.7
"67","Td80","7D","SHAM","Positive",362.62,4211.7
"68","Td80","7D","SHAM","Positive",3119.5,184.06
"69","Td80","7D","SHAM","Positive",2967.3,169.74
"70","Td80","7D","SHAM","Positive",2385.6,811.48
"71","Td80","7D","SHAM","Positive",2064.2,3651.6
"72","Td80","7D","SHAM","Positive",3134.4,1385.9
"73","Td80","7D","SHAM","Positive",832.56,928.48
"74","Td80","7D","SHAM","Positive",775.85,1364.3
"75","Td80","7D","SHAM","Positive",2915.8,153.4
"76","Td80","7D","SHAM","Positive",450.88,2329.1
"77","Td80","7D","SHAM","Positive",644.25,2875.2
"78","Td80","7D","SHAM","Positive",1659.3,505.39
"79","Td80","7D","SHAM","Positive",2172.8,478.56
"80","Td80","7D","SHAM","Positive",2522.3,324.46
"81","Td80","7D","SHAM","Positive",1145.6,2362.1
"82","Td80","7D","SHAM","Positive",1975.7,1625.7
"83","Td80","7D","SHAM","Positive",2065,758.18
"84","Td80","7D","SHAM","Positive",349.99,2472.5
"85","Td80","7D","SHAM","Positive",2019,3743.1
"86","Td80","7D","SHAM","Positive",1378.7,3478.2
"87","Td80","7D","SHAM","Negative",2366.9,3518.1
"88","Td80","7D","SHAM","Positive",1688.5,494.07
"89","Td80","7D","SHAM","Positive",289.17,1594.4
"90","Td80","7D","SHAM","Positive",1694.8,1521.4
"91","Td80","7D","SHAM","Positive",815.65,3950.1
"92","Td80","7D","SHAM","Positive",3124.8,5386.4
"93","Td80","7D","SHAM","Positive",1465,2322.5
"94","Td80","7D","SHAM","Positive",2548.6,302.61
"95","Td80","7D","SHAM","Positive",1568.2,521.52
"96","Td80","7D","SHAM","Positive",1810.6,5560.3
"97","Td80","7D","SHAM","Positive",995.73,4538.8
"98","Td80","7D","SHAM","Positive",1851.2,3449.4
"99","Td80","7D","SHAM","Positive",1132.4,1288.4
"100","Td80","7D","SHAM","Positive",2054.8,767.53
"101","Td80","7D","SHAM","Positive",2015.5,5481.5
"102","Td80","7D","SHAM","Positive",1530.6,491.93
"103","Td80","7D","SHAM","Positive",2239.3,4580
"104","Td80","7D","SHAM","Positive",544.52,4313.4
"105","Td80","7D","SHAM","Positive",1757.7,1138.9
"106","Td80","7D","SHAM","Positive",963.81,4784.4
"107","Td80","7D","SHAM","Positive",823.67,3366.8
"108","Td80","7D","SHAM","Positive",2790.3,735.86
"109","Td80","7D","SHAM","Positive",548.97,2875.7
"110","Td80","7D","SHAM","Positive",1060.4,3592.8
"111","Td80","7D","SHAM","Positive",2918.1,216.8
"112","Td80","7D","SHAM","Positive",614.23,1130.7
"113","Td80","7D","SHAM","Positive",1744.1,2407.1
"114","Td80","7D","SHAM","Positive",1026.5,2106.4
"115","Td80","7D","SHAM","Positive",1697.1,2439.5
"116","Td80","7D","SHAM","Positive",1453,3450.3
"117","Td80","7D","SHAM","Positive",1207.6,4971.3
"118","Td80","7D","SHAM","Positive",2219,494.69
"119","Td80","7D","SHAM","Positive",810.46,4466.1
"120","Td80","7D","SHAM","Negative",502.39,1762.2
"121","Td80","7D","SHAM","Positive",2303.2,453.96
"122","Td80","7D","SHAM","Positive",2070.3,1046.2
"123","Td80","7D","SHAM","Positive",2615.1,4364
"124","Td80","7D","SHAM","Positive",2497.1,3590.2
"125","Td80","7D","SHAM","Positive",1818.6,2888.5
"126","Td80","7D","SHAM","Positive",2364.7,443.62
"127","Td80","7D","SHAM","Positive",1818.6,4343.5
"128","Td80","7D","SHAM","Negative",2348.9,2157
"129","Td80","7D","SHAM","Negative",781.61,3297.8
"130","Td80","7D","SHAM","Positive",2117,1503.6
"131","Td80","7D","SHAM","Positive",836.93,1378.1
"132","Td80","7D","SHAM","Positive",239.34,3680.7
"133","Td80","7D","SHAM","Positive",975.52,1317
"134","Td80","7D","SHAM","Positive",3003.9,980.2
"135","Td80","7D","SHAM","Positive",1118.7,3071.9
"136","Td80","7D","SHAM","Positive",1102.5,3687.1
"137","Td80","7D","SHAM","Positive",2047.7,1075.3
"138","Td80","7D","SHAM","Positive",2097.1,2743.4
"139","Td80","7D","SHAM","Positive",2879.2,352.52
"140","Td80","7D","SHAM","Positive",2117.4,1552
"141","Td80","7D","SHAM","Positive",1806.2,2258.3
"142","Td80","7D","SHAM","Positive",1077.5,2824.7
"143","Td80","7D","SHAM","Negative",920.6,3268.7
"144","Td80","7D","SHAM","Positive",2470.2,2297.5
"145","Td80","7D","SHAM","Positive",1859.9,2806.4
"146","Td80","7D","SHAM","Positive",1424.4,379.16
"147","Td80","7D","SHAM","Positive",3107.7,2363.6
"148","Td80","7D","SHAM","Positive",3060.7,206.62
"149","Td80","7D","SHAM","Negative",2981.7,4484.5
"150","Td80","7D","SHAM","Positive",2132,2723.1
"151","Td80","7D","SHAM","Positive",2705.3,3971.5
"152","Td80","7D","SHAM","Negative",1019.7,2009.2
"153","Td80","7D","SHAM","Negative",1963.7,5017.2
"154","Td80","7D","SHAM","Positive",2041.7,5780.6
"155","Td80","7D","SHAM","Positive",1661.4,3624.4
"156","Td80","7D","SHAM","Positive",452.93,3368.6
"157","Td80","7D","SHAM","Negative",2429.8,4924.3
"158","Td80","7D","SHAM","Positive",1516.3,462.37
