"","MouseID","DPI","Condition","Class","X","Y"
"1","Td68","7D","SHAM","Positive",3129.6,2801.5
"2","Td68","7D","SHAM","Positive",1960.8,3524.1
"3","Td68","7D","SHAM","Positive",2518.1,1150.6
"4","Td68","7D","SHAM","Positive",2938.9,3767.9
"5","Td68","7D","SHAM","Positive",2201.9,4640.8
"6","Td68","7D","SHAM","Positive",2279.3,4674.1
"7","Td68","7D","SHAM","Positive",1941.2,3642.1
"8","Td68","7D","SHAM","Positive",2131.8,1024.6
"9","Td68","7D","SHAM","Positive",1026.2,2464.5
"10","Td68","7D","SHAM","Positive",1663.1,3371.3
"11","Td68","7D","SHAM","Positive",407.94,3055.9
"12","Td68","7D","SHAM","Positive",3313.3,80.75
"13","Td68","7D","SHAM","Positive",619.17,3431.3
"14","Td68","7D","SHAM","Positive",1435.3,997
"15","Td68","7D","SHAM","Positive",814.47,4028
"16","Td68","7D","SHAM","Positive",3358,2924.1
"17","Td68","7D","SHAM","Positive",782.07,3729
"18","Td68","7D","SHAM","Positive",2006.4,4969.2
"19","Td68","7D","SHAM","Positive",751.88,2275.9
"20","Td68","7D","SHAM","Positive",2369.5,544.04
"21","Td68","7D","SHAM","Positive",1727.2,3021
"22","Td68","7D","SHAM","Positive",1979.3,5493.5
"23","Td68","7D","SHAM","Positive",1609.8,1501.6
"24","Td68","7D","SHAM","Positive",2312.1,5977.3
"25","Td68","7D","SHAM","Positive",3191.2,2208.8
"26","Td68","7D","SHAM","Positive",3361.1,3062.3
"27","Td68","7D","SHAM","Positive",1180.2,4625.1
"28","Td68","7D","SHAM","Positive",1140.5,4066.7
"29","Td68","7D","SHAM","Positive",2740.8,3574.4
"30","Td68","7D","SHAM","Positive",1726.8,4471.7
"31","Td68","7D","SHAM","Positive",921.61,4873.5
"32","Td68","7D","SHAM","Positive",1762.6,1321.5
"33","Td68","7D","SHAM","Positive",542.92,4238
"34","Td68","7D","SHAM","Positive",1852.1,1770.3
"35","Td68","7D","SHAM","Positive",1390.9,3360.1
"36","Td68","7D","SHAM","Positive",2101.3,998.87
"37","Td68","7D","SHAM","Positive",1333.5,1802.1
"38","Td68","7D","SHAM","Positive",794.81,4166.3
"39","Td68","7D","SHAM","Positive",1684.2,5031.2
"40","Td68","7D","SHAM","Positive",3201.8,2285.4
"41","Td68","7D","SHAM","Positive",2331,2092
"42","Td68","7D","SHAM","Positive",1793,2976.7
"43","Td68","7D","SHAM","Positive",1077.8,2495.7
"44","Td68","7D","SHAM","Positive",2429.7,6067.6
"45","Td68","7D","SHAM","Positive",1302.9,4134.5
"46","Td68","7D","SHAM","Positive",3101.5,4432.4
"47","Td68","7D","SHAM","Positive",1092.4,2282
"48","Td68","7D","SHAM","Positive",2760.1,5630.8
"49","Td68","7D","SHAM","Positive",1371.8,4844.8
"50","Td68","7D","SHAM","Positive",3187.3,5055.4
"51","Td68","7D","SHAM","Positive",963.14,4511.1
"52","Td68","7D","SHAM","Positive",2912.9,3301
"53","Td68","7D","SHAM","Positive",1618.4,1743.9
"54","Td68","7D","SHAM","Positive",1375.4,5171.6
"55","Td68","7D","SHAM","Positive",1450.6,3592.5
"56","Td68","7D","SHAM","Positive",952.19,1516.7
"57","Td68","7D","SHAM","Positive",440.95,3504.6
"58","Td68","7D","SHAM","Negative",624.22,4295.8
