object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Perivascular,Probability of Reticuloparenchymal,Probability of Reticulite,Probability of Amoeboid,Size in pixels,Variance of Intensity,Mean Intensity,Number of Defects,Convexity,Object Area,Convex Hull Area,Average Branch Length,Number of Branches,Diameter,Euclidean Diameter,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Perivascular,0.82,0.0,0.17,0.01,112065.0,1841.9235,65.076324,12.0,0.1460488,112065.0,767312.0,370.8894,7.0,1568.4692,1089.5944,1036.0,189.0,1764.0,1243.0,1407.5468,796.7993
