object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Perivascular,Probability of Reticuloparenchymal,Probability of Reticulite,Probability of Amoeboid,Size in pixels,Variance of Intensity,Mean Intensity,Number of Defects,Convexity,Object Area,Convex Hull Area,Average Branch Length,Number of Branches,Diameter,Euclidean Diameter,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Reticulite,0.27,0.02,0.51,0.2,165212.0,3022.296,55.127357,14.0,0.21050513,165212.0,784836.0,1.8485281,5.0,4.4142137,4.1231055,500.0,1541.0,2048.0,2048.0,1238.7928,1791.1389
