object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Perivascular,Probability of Reticuloparenchymal,Probability of Reticulite,Probability of Amoeboid,Size in pixels,Variance of Intensity,Mean Intensity,Number of Defects,Convexity,Object Area,Convex Hull Area,Average Branch Length,Number of Branches,Diameter,Euclidean Diameter,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Reticulite,0.06,0.09,0.8,0.05,110728.0,1020.3735,46.4395,14.0,0.33608732,110728.0,329462.0,361.72034,6.0,1009.4773,633.79016,555.0,1006.0,1262.0,1472.0,793.26764,1210.1475
