object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Perivascular,Probability of Reticuloparenchymal,Probability of Reticulite,Probability of Amoeboid,Size in pixels,Variance of Intensity,Mean Intensity,Number of Defects,Convexity,Object Area,Convex Hull Area,Average Branch Length,Number of Branches,Diameter,Euclidean Diameter,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Reticulite,0.1,0.09,0.54,0.27,123626.0,1217.195,74.55251,12.0,0.48965445,123626.0,252476.0,171.90184,17.0,759.92596,621.42175,158.0,1442.0,666.0,1939.0,422.60083,1704.3462
