object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Perivascular,Probability of Reticuloparenchymal,Probability of Reticulite,Probability of Amoeboid,Size in pixels,Variance of Intensity,Mean Intensity,Number of Defects,Convexity,Object Area,Convex Hull Area,Average Branch Length,Number of Branches,Diameter,Euclidean Diameter,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Amoeboid,0.07,0.03,0.26,0.64,89995.0,2245.3406,91.57231,9.0,0.48986468,89995.0,183714.0,246.10176,5.0,665.796,554.4763,854.0,780.0,1256.0,1237.0,1044.0353,1021.8556
